question,model,runs,ok_runs,avg_time_sec,min_time_sec,max_time_sec,avg_tps,avg_distinct_2,avg_len_words,example_1,example_2,example_3
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,qwen2:1.5b-instruct,2,2,11.857,8.47,15.245,10.6,1.0,15.66,Comment les méthodes spécifiques ont-elles influencé positivement ou négativement le score F1 sur Cassava?,Quels sont les facteurs qui ont contribué à améliorer (ou dégrader) le score F1 sur Cassava ?,Quel impact ces méthodes ont-elles eu sur la performance du score F1 sur Cassava?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,gemma2:2b,2,2,20.944,17.491,24.396,5.81,1.0,17.5,Quelle influence ont-elles eu sur le F1-score de la classification des données de Cassava ?,Quels sont les impacts des différentes méthodes appliquées à Cassava sur le F1-score de la classification ?,Comment les méthodes utilisées ont-elles affecté l'évaluation du F1-score pour les données de Cassava ?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,stablelm2:1.6b,2,2,14.679,11.063,18.295,11.05,1.0,12.16,Quelles méthodes ont amélioré (ou dégradé) l'efficacité du F1-score sur Cassava?,Quelles sont les méthodes ayant amélioré ou dégradé le F1-score utilisées avec Cassava?,Quelles sont les méthodes pour améliorer ou dégrader le F1-score dans le contexte de Cassava?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,8.227,3.025,13.429,,1.0,11.33,Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ? ...
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,phi3,2,2,36.313,27.221,45.405,4.5,1.0,20.67,Comment les différentes approches d'apprentissage automatique se sont-elles comportées en termes de F1 score dans la classification du cassava ?,Quels facteurs influencent positivement ou négativement le taux de précision et de rappel combiné (F1 score) lorsqu’on utilise des algorithmes pour identifier les variétés de café ?,Comment l'optimisation des hyperparamètres a-t-elle affecté la performance F1 du modèle sur les données d'ident
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,tinydolphin,2,2,10.603,7.848,13.358,15.5,1.0,11.16,Les méthodes qui améliorent le F1-score sur Cassava incluent :,Les méthodes qui améliorent le F1-score sur Cassava incluent : ?,Les méthodes qui améliorent le F1-score sur Cassava incluent : ? ...
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,tinyllama,2,2,8.04,3.658,12.421,15.6,1.0,10.83,Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ? ...
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,qwen2.5:3b-instruct-q4_K_M,2,2,18.075,10.306,25.844,7.16,1.0,13.33,Comment les techniques ont-elles influencé l'amélioration ou la perte du F1-score dans le cas de Cassava ?,Quelles approches ont modifié positivement ou négativement le F1-score pour Cassava ?,Que signifie par amélioration ou dégradation du F1-score sur Cassava ?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,noushermes_rag,2,2,50.392,36.011,64.772,3.38,1.0,62.0,"Le F1-score est un indicateur de performance utilisé pour évaluer la précision d'un modèle de prédiction. Sur le projet Cassava, diverses méthodes ont été testées et ont amélioré ou dégradé ce score. Parmi celles-ci, on peut citer l'ajout de nouvelles variables, l'optimisation des algorithmes de machine learning, la réduction de l'overfitting et le recours à des techniques d'ensemble de don","Le F1-score est un indicateur de performance utilisé pour évaluer la précision d'un modèle de prédiction. Sur le projet Cassava, diverses méthodes ont été testées et ont amélioré ou dégradé ce score. Parmi celles-ci, on peut citer l'ajout de nouvelles variables, l'optimisation des algorithmes de machine learning, la réduction de l'overfitting et le recours à des techniques d'ensemble de don ?","Le F1-score est un indicateur de performance utilisé pour évaluer la précision d'un modèle de prédiction. Sur le projet Cassava, diverses méthodes ont été testées et ont amélioré ou dégradé ce score. Parmi celles-ci, on peut citer l'ajout de nouvelles variables, l'optimisation des algorithmes de machine learning, la réduction de l'overfitting et le recours à des techniques d'ensemble de don ? ..."
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,granite3.3,2,2,63.365,41.963,84.766,2.9,0.984,18.66,Quelles techniques ont influencé positivement ou négativement le F1-score lors de l'analyse du cassave ?,Quels procédés ont contribué à l'augmentation ou à la diminution du F1-score dans le contexte du cassave ?,"Quelles approches ont eu un impact sur le F1-score, soit en l'améliorant, soit en le dégradant pour le cas du cassave ?"
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,gemma3,2,2,22.509,15.612,29.407,4.88,1.0,11.34,Quelles techniques ont influencé le F1-score sur le jeu de données Cassava ?,Quelles approches ont modifié le F1-score concernant Cassava ?,Comment les différentes méthodes ont-elles affecté le F1-score pour Cassava ?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,deepseek-r1,2,2,49.52,35.801,63.239,3.38,1.0,11.33,Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,Lequelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ? ...
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,mistral,2,2,60.653,44.515,76.791,2.5,1.0,18.5,Quels sont les algorithmes ou techniques qui ont augmenté (ou diminué) le score F1 dans le cas de la Cassave ?,A quelles stratégies s'appliquent-ils pour améliorer (ou dégrader) le F1-score en rapport à la Cassava ?,"En ce qui concerne la Cassava, quel est l'impact des méthodes sur le score F1, soit positif, soit négatif ?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",phi3:mini,2,2,34.874,26.408,43.341,4.58,1.0,21.0,"Pouvez-vous comparer les différences d'exécution des modèles EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Quelles sont les performances variables entre EfficientNetV2M, ResNet50V2 et le SwinTransformer lors de leur exécution sur un ensemble de données commun ?","Comment évaluons-nous la performance des modèles d'apprentissage profond tels que EfficientNetV2M, ResNet50"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",qwen2:1.5b-instruct,2,2,12.833,8.623,17.043,10.66,1.0,12.66,"Quel est l'effet sur les performances des différents modèles (EfficientNetV2M, ResNet50V2 et SwinTransformer) en termes d'écarts de performance?","Comparer les performances entre EfficientNetV2M, ResNet50V2 et SwinTransformer.","Quels sont les écarts de performance entre les modèles (EfficientNetV2M, ResNet50V2 et SwinTransformer)?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",gemma2:2b,2,2,18.44,13.688,23.192,6.32,1.0,11.67,"Comparez les performances des modèles EfficientNetV2M, ResNet50V2 et SwinTransformer.","Quelles sont les différences de performance observées pour EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Quels sont les écarts de performance significatifs entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",stablelm2:1.6b,2,2,14.421,10.747,18.096,11.34,1.0,6.67,"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ? ..."
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,15.011,10.631,19.392,11.45,1.0,10.33,"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ? ..."
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",phi3,2,2,36.33,26.852,45.807,4.51,1.0,21.16,Comment les performances d'EfficientNetV2M se comparent-elles aux celles du ResNet50V2 et du SwinTransformer ?,"Quels sont les écarts de performance entre EfficientNetV2M, le réseau ResNet50V2 et le Transformer Swin en termes d'efficacité et de précision ?","De quelles manières se distinguent la vitesse et la précision des trois modèles : EfficientNetV2M, ResNet50V2"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",tinydolphin,2,2,6.29,2.931,9.648,15.95,1.0,10.33,"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ? ..."
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",tinyllama,2,2,10.543,7.889,13.198,15.71,0.982,11.84,"En utilisant EfficientNetV2M, les performances sont meilleures que celles de ResNet50V2 et SwinTransformer.","Les performances de ResNet50V2 sont dépassées par celles de SwinTransformer, mais celles de SwinTransformer sont supérieures à celles de ResNet50V2.","Bien que SwinTransformer soit un système de convolutional neural network (CNN), il utilise des poids d'une largeur"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",qwen2.5:3b-instruct-q4_K_M,2,2,21.241,13.048,29.433,6.96,1.0,12.66,"Quels sont les écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Comment présentent-elles leurs performances respectives : EfficientNetV2M, ResNet50V2 et SwinTransformer ?","En termes d'efficacité, comment se situent-elles les architectures de modèles : EfficientNetV2M, ResNet50V2 et SwinTransformer ?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",noushermes_rag,2,2,46.349,35.871,56.827,3.39,1.0,13.83,"Comment les performances varient-elles entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Écart de performances entre EfficientNetV2M, ResNet50V2 et SwinTransformer : quoi dire ?","Quels sont les écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",granite3.3,2,2,59.356,36.545,82.167,2.88,1.0,12.0,"Quelles différences de performances se manifestent entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","En quoi les résultats d'EfficientNetV2M, ResNet50V2 et SwinTransformer divergent-ils ?","Quelles sont les disparités de performance entre EfficientNetV2M, ResNet50V2 et le modèle SwinTransformer ?"
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",gemma3,2,2,24.811,15.887,33.734,5.58,1.0,9.33,"Comparer les performances de EfficientNetV2M, ResNet50V2 et SwinTransformer.","Identifier les différences de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer.","Évaluer les écarts de performance de EfficientNetV2M, ResNet50V2 et SwinTransformer."
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",deepseek-r1,2,2,51.124,37.4,64.849,3.28,1.0,10.33,"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Lequels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ? ..."
"Quels écarts de performance entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?",mistral,2,2,58.226,44.331,72.12,2.46,1.0,11.83,"Quels sont les écart de performances entre EfficientNetV2M, ResNet50V2 et SwinTransformer ?","Comment les performances d'EfficientNetV2M, ResNet50V2 et SwinTransformer diffèrent-elles ?","Quels sont les écarts de performance entre EfficientNetV2M, ResNet50V2 et Swin Transformer ?"
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,phi3:mini,2,2,33.546,27.119,39.973,4.4,1.0,18.0,Les cartes de Grad-CAM permettent d'identifier visuellement les parties importantes du modèle pour la prise de décision.,Quelles informations supplémentaires peuvent être obtenues en utilisant des techniques comme le Grad-CAM sur un réseau neuronal?,Comment fonctionnent et quels sont les avantages des cartes de saillance/Grad-CAM dans l'analyse d'images par ordinateur?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,qwen2:1.5b-instruct,2,2,12.695,9.124,16.266,10.18,1.0,14.66,Quelles informations peuvent être extraites des cartes de saillance/Grad-CAM pour déterminer les zones d'attention?,Comment les cartes de saillance/Grad-CAM peuvent-elles aider à identifier les zones d'attention dans un modèle machine learning?,Quels sont les principaux éléments que les cartes de saillance/Grad-CAM peuvent fournir sur les zones d'attention d'un modèle de machine learning?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,gemma2:2b,2,2,20.303,16.267,24.339,6.14,1.0,18.66,Comment les cartes de saillance/Grad-CAM aident-elles à comprendre les zones d'attention des modèles de vision par ordinateur ?,Quelles informations spécifiques apportent les cartes de saillance/Grad-CAM sur les zones d'attention dans un modèle de vision par ordinateur ?,Que révèle la visualisation des zones d'attention grâce aux cartes de saillance/Grad-CAM ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,stablelm2:1.6b,2,2,14.96,11.007,18.914,11.02,1.0,12.0,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ...,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ... ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,15.271,10.788,19.755,11.3,1.0,12.0,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ...,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ... ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,phi3,2,2,34.419,24.533,44.305,4.42,1.0,19.16,Les cartes de Grad-CAM mettent en lumière les régions spécifiques du modèle visuel qui sont importantes pour la décision prise.,"À travers l'analyse des cartes de saillance/Grad-CAM, on peut identifier quelles parties d'une image influencent le plus sur les résultats produits par un réseau neuronal conçu pour reconnaître des objets visuels.",Les cartes Grad-CAM fournissent une visualisation explicative de l'influ
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,tinydolphin,2,2,10.557,7.739,13.376,15.62,1.0,12.66,"L'analyse des cartes de saillance (SAS) et Grad-CAM (CAM - Contrôle Automatique Multirésolution) est basée sur l'examen des images en haute résolution, de la lumière directe d'un objet ou d'une structure.",Les cartes de saillance/Grad-CAM,Les cartes de saillance/Grad-CAM ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,tinyllama,2,2,6.803,3.096,10.509,15.65,1.0,14.0,Les cartes de saillanç/Grad-CAM présentent des informations sur les zones d'attennement.,Les cartes de saillanç/Grad-CAM présentent des informations sur les zones d'attennement. ?,Les cartes de saillanç/Grad-CAM présentent des informations sur les zones d'attennement. ? ...
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,qwen2.5:3b-instruct-q4_K_M,2,2,21.186,13.371,29.002,7.13,1.0,18.84,Quels résultats apporte la technique de cartographie des saillances et Grad-CAM aux zones d'intérêt dans un modèle de machine learning ?,Comment les cartes de saillance/Grad-CAM mettent en évidence les zones d'attention dans une application de modélisation ?,Quels enseignements tirer du processus de génération des cartes de saillance et Grad-CAM pour comprendre où le modèle fait ses choix ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,noushermes_rag,2,2,51.175,36.139,66.212,3.3,0.996,24.67,Les cartes de saillance ou Grad-CAM permettent de visualiser les régions de l'image auxquelles un modèle de réseau de neurones paye le plus d'attention pour arriver à une prédiction donnée.,"Grâce aux cartes de saillance, on peut identifier les zones clés d'une image sur laquelle un modèle de réseau de neurones se concentre pour prendre une décision spécifique.",Les cartes Grad-CAM fournissent
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,granite3.3,2,2,62.204,36.686,87.722,2.79,1.0,15.84,Quelles informations fournissent les cartes de saillance et Grad-CAM concernant les zones d'intérêt ?,Que révèle l'utilisation des cartes de saillance/Grad-CAM en termes de focus des modèles sur certaines zones ?,Comment les cartes de saillance et Grad-CAM nous aident-elles à comprendre les zones d'attention des systèmes de traitement d'images ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,gemma3,2,2,23.299,12.731,33.866,5.59,1.0,10.17,Les cartes de saillance/Grad-CAM indiquent-elles des zones d'attention ?,Comment les cartes de saillance/Grad-CAM représentent-elles l'attention ?,Quelle information les cartes de saillance/Grad-CAM fournissent-elles concernant les zones d'attention ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,deepseek-r1,2,2,51.816,37.397,66.235,3.28,1.0,12.0,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ...,Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ? ... ?
Que révèlent les cartes de saillance/Grad-CAM sur les zones d'attention ?,mistral,2,2,51.202,31.087,71.316,2.43,1.0,14.0,Quels sont les lieux mis en évidence par les cartes de saillie/Grad-CAM comme étant importants pour l'attention ?,Dans quelles régions des images sont les cartes de saillie/Grad-CAM orientées vers l'attention ?,Où sont localisés les points d'intérêt mis en évidence par les cartes de saillie/Grad-CAM ?
